20.5152,0.6838,7.5222,6.8384
31.4567,8.2061,4.1030,33.5082
30.0890,12.3091,4.1030,2.0515
10.9414,30.0890,6.8384,8.8899
8.2061,28.0375,30.0890,25.9859
4.7869,21.8829,20.5152,6.8384
21.8829,26.6698,12.3091,10.9414
23.9344,21.1990,23.2506,5.4707
2.7354,30.0890,8.8899,30.7728
3.4192,12.3091,4.7869,28.0375
28.7213,14.3606,6.8384,6.8384
11.6253,2.7354,17.0960,1.3677
33.5082,28.7213,20.5152,11.6253
8.2061,19.1475,3.4192,4.1030
15.7283,28.7213,6.8384,12.9930
26.6698,27.3536,9.5738,25.3021
21.8829,19.1475,21.8829,26.6698
3.4192,0.6838,30.0890,5.4707
6.1546,15.0445,30.7728,18.4637
29.4051,27.3536,2.7354,28.0375
22.5667,2.7354,19.1475,9.5738
1.3677,17.7798,6.8384,28.0375
30.0890,16.4122,19.8314,31.4567
12.9930,2.0515,10.9414,0.6838
30.0890,8.8899,7.5222,23.2506
-13.7878,-91.9187,-4.5959,-87.3228
-87.3228,-22.9797,-13.7878,-45.9593
-188.4333,-13.7878,-68.9390,-151.6658
-13.7878,-188.4333,-87.3228,-9.1919
-68.9390,-114.8984,-73.5350,-202.2211
-110.3024,-36.7675,-110.3024,-50.5553
-82.7268,-64.3431,-193.0293,-188.4333
-216.0089,-142.4740,-220.6049,-165.4536
-147.0699,-55.1512,-133.2821,-133.2821
-101.1106,-9.1919,-220.6049,-64.3431
-78.1309,-55.1512,-193.0293,-202.2211
-147.0699,-64.3431,-45.9593,-41.3634
-45.9593,-119.4943,-50.5553,-160.8577
-59.7471,-193.0293,-36.7675,-114.8984
-133.2821,-147.0699,-59.7471,0.0000
-105.7065,-73.5350,-64.3431,-216.0089
-225.2008,-36.7675,-142.4740,-183.8374
-119.4943,-96.5146,-119.4943,-133.2821
-202.2211,-225.2008,-105.7065,-27.5756
-151.6658,-174.6455,-165.4536,-91.9187
0.0000,-142.4740,-55.1512,-78.1309
-211.4130,-45.9593,-73.5350,-193.0293
-133.2821,-128.6862,-13.7878,-202.2211
-64.3431,-193.0293,-174.6455,-183.8374
-197.6252,-18.3837,-156.2618,-9.1919
-156.2618,-197.6252,0.0000,-101.1106
-174.6455,-216.0089,-87.3228,-59.7471
-64.3431,-50.5553,-59.7471,-183.8374
-45.9593,-110.3024,-32.1715,-50.5553
-119.4943,-73.5350,-13.7878,-114.8984
-124.0902,-216.0089,-59.7471,-174.6455
-211.4130,-202.2211,-183.8374,-225.2008
-78.1309,-128.6862,-165.4536,-114.8984
-151.6658,-151.6658,-137.8780,-193.0293
-110.3024,-202.2211,-119.4943,-220.6049
-220.6049,-27.5756,-147.0699,-151.6658
-179.2414,-82.7268,-142.4740,-179.2414
-91.9187,-174.6455,-170.0496,-105.7065
-220.6049,-216.0089,-170.0496,-13.7878
-142.4740,-156.2618,-119.4943,-27.5756
-41.3634,-165.4536,-174.6455,-78.1309
-4.5959,-13.7878,-142.4740,-160.8577
-220.6049,-202.2211,-133.2821,-220.6049
-183.8374,-114.8984,-27.5756,-188.4333
-73.5350,-73.5350,-147.0699,-41.3634
-91.9187,-9.1919,-211.4130,-211.4130
-55.1512,-225.2008,-133.2821,-110.3024
-197.6252,-183.8374,-211.4130,-128.6862
-124.0902,-170.0496,-170.0496,-151.6658
0.0000,-18.3837,-151.6658,-128.6862
-55.1512,-197.6252,-82.7268,-142.4740
-133.2821,-82.7268,-4.5959,-151.6658
-211.4130,-96.5146,-73.5350,-183.8374
-114.8984,-142.4740,-68.9390,-197.6252
-13.7878,-179.2414,-170.0496,-13.7878
-225.2008,-114.8984,-82.7268,-137.8780
-114.8984,-137.8780,-174.6455,-27.5756
-110.3024,-18.3837,-50.5553,-142.4740
-206.8171,-165.4536,-59.7471,-220.6049
-220.6049,-193.0293,-68.9390,-78.1309
-133.2821,-4.5959,-183.8374,-160.8577
-59.7471,-9.1919,-50.5553,-174.6455
-179.2414,-50.5553,-206.8171,-4.5959
-124.0902,-32.1715,-220.6049,-114.8984
-50.5553,-82.7268,-18.3837,-193.0293
-45.9593,-202.2211,-225.2008,-225.2008
0.0000,-22.9797,-220.6049,-59.7471
-179.2414,-110.3024,-202.2211,-59.7471
-27.5756,-78.1309,-32.1715,-91.9187
-36.7675,-105.7065,-27.5756,-197.6252
-156.2618,-193.0293,-32.1715,-78.1309
-193.0293,-202.2211,-13.7878,-105.7065
-101.1106,-197.6252,-91.9187,-64.3431
-124.0902,-183.8374,-87.3228,-13.7878
-50.5553,-91.9187,-220.6049,-45.9593
-110.3024,-124.0902,-87.3228,-193.0293
-101.1106,-119.4943,-151.6658,-151.6658
-119.4943,-64.3431,-133.2821,-27.5756
-206.8171,-183.8374,-91.9187,-188.4333
-32.1715,-18.3837,-206.8171,-18.3837
-170.0496,-156.2618,-50.5553,-202.2211
-220.6049,-82.7268,-147.0699,-18.3837
-220.6049,-183.8374,-68.9390,-220.6049
0.0000,-193.0293,-32.1715,-82.7268
-32.1715,-160.8577,-114.8984,-36.7675
-183.8374,-202.2211,-147.0699,-202.2211
-68.9390,-114.8984,-133.2821,-64.3431
-73.5350,-101.1106,-188.4333,-193.0293
-13.7878,-73.5350,-13.7878,-124.0902
-4.5959,-45.9593,-197.6252,-27.5756
-27.5756,-225.2008,-22.9797,-18.3837
-179.2414,-59.7471,-110.3024,-179.2414
-202.2211,-142.4740,-96.5146,-170.0496
-101.1106,-87.3228,-174.6455,0.0000
-165.4536,-110.3024,0.0000,-197.6252
-105.7065,-91.9187,-18.3837,-27.5756
-41.3634,-165.4536,-68.9390,-18.3837
-137.8780,-165.4536,-36.7675,-179.2414
-96.5146,-202.2211,-179.2414,-220.6049
-41.3634,-206.8171,-165.4536,-78.1309
77.8760,358.2298,303.7165,342.6546
54.5132,23.3628,7.7876,140.1769
319.2917,218.0529,233.6281,342.6546
